,id,title,description,director,cast,rating
9241,tt16392762,The Party Slasher,"Four people, lost on a camping trip, stumble upon a cabin in the woods that they can't seem to leave. It's when a fifth wanderer arrives that things get sinister.",Teddy Padilla,"Will Youmans, 
Olivia Scott Welch, 
Sam Maury-Holmes, 
Goon",8.3
9457,tt19878416,Beyond the Gates of Hell,"A newly married couple purchase a mansion in the countryside to open a bed and breakfast. However, it is revealed that brutal murders has took place previously on the property and someone or something might be lurking in the basement.",Dustin Ferguson,"Traci Burr, 
Eric Larsen, 
Brinke Stevens, 
Robert Lankford",8.4
9606,tt2224139,Doppelsauger: El Misterio de Sara,"Special Agent Ramirez must solve the disappearance of a young woman. The clues lead him to the business of white slavery as a prime suspect, a man with a double life. When the case seems to...                See full summary »",Alejandro Alvariño,"Alejandro Alvariño, 
Luis Calvillo, 
Valeria Bon Catalán, 
Fernando Pardo",8.4
9878,tt20724798,Rip Real Horror Story,"Presenting South (Sauth) Indian Movies Dubbed In Hindi Full Movie (Hindi Movies, South Movie) ""RIP REAL HORROR STORY"" starring Vijay Chendur, Hanumanthe Gowda and Aarti Kulkarni, Raj Nitish Kumar. Exclusively on South Hotstar Heroines",Somnath P. Patil,"Vijay Chendur, 
Hanumanthe Gowda, 
Aarti Kulkarni, 
Ram Kumar Anmol",9.0
9940,tt12631534,Rosie: The Saffron Chapter,A film based on true events in Gurugram.,Vishal Mishra,"Arbaaz Khan, 
Tanishaa Mukerji, 
Shivin Narang, 
Shivika Rishi",8.9
10037,tt18555994,Kapala,The movie begins from Bangalore. 2 siblings live along with their friend in an apartment in the city. The younger brother falls unexpectedly in deep trouble which turns almost fatal.,Vinay Yadunandan,"Abhimanyu Prajwal, 
Pratiksha Gowda, 
Aryan Chaudhary, 
Sushma Gowda",9.1
10067,tt11108022,End Zone 2,"Fifteen years after the events of End Zone, Smash-Mouth is back to finish off the cheerleaders who killed his mother.",August Kane,"Backwoods Bob, 
Randall Browning, 
Dahlia Dimont, 
Patricia Ford",8.3
10119,tt4050462,World of Death,Death has no borders.,"Allan Harvey, 
Brian Lockyer, 
Steven Payne, 
K. Pervaiz, 
Ruben Rodriguez, 
Richard S. Sargent, 
Daniel Tripod, 
Doug Turner, 
Chris Wells, 
Steven Bray, 
Ferran Brooks, 
J.D. Brown, 
Dimitri Castiglioni, 
Satinder Chumber, 
Melanie Coleman, 
David M. Dawson, 
Curt Dennis, 
Kate Fagan, 
Dan Fisk, 
Shane Free, 
L.M. Harter, 
William Higo, 
A Normale Jef, 
Gus Krieger, 
Michael Kyne, 
Patrick Langille, 
Evan Marlowe, 
Maude Michaud, 
Steven Hugh Nelson, 
Thom Newell, 
James Raynor, 
Patrick Rea, 
Gavin Rye, 
Liz Salvato, 
Pedro Santasmarinas, 
Mark Scheetz, 
Craig Stewart, 
John Stewart, 
Ray Sullivan, 
Jason Wright, 
Rubel Rafael Ahmed, 
Frank Appache, 
Zeke Arredondo, 
Mark J. Blackman, 
David Bornstein, 
Norman Bosse-Platière, 
Louis Bottino, 
Bobby Browne, 
Bo! Campbell, 
Paul Campion, 
Félix Catala, 
James Chappell, 
Jeff Chitty, 
Josh Cook, 
Trevor Davies, 
Adrian G. de la Peña, 
Victor Druillet, 
Jay Wade Edwards, 
N. Andrew Elliot, 
James Farris, 
Matt Groves, 
Rosco Guerrero, 
Graham Hart, 
Chris Hebert, 
Brandon Hunt, 
Patrick Irving, 
Ryan Henry Knight, 
M.J. Koleszar, 
José Pedro Lopes, 
Dominic Mendez, 
Peter Murfet, 
Corey Norman, 
Lex Ortega, 
Craig Ouellette, 
David Royal, 
Shane Ryan-Reid, 
Rob Sales, 
Gav Chuckie Steel, 
Matt Stuertz, 
Timothy Thomas, 
Oliver Tietgen, 
R.J. Wilson, 
Jordan Wippell, 
Travis Zariwny","Brandon Hunt, 
Morgan Finley King, 
Jeremy Koerner, 
Clayton Traylor",8.1
10177,tt13408266,Secret Shadow,"27 year old twin brothers Nathan and Robert live together. After admitting Nathan walked into the woods of danger, things get spooky when Nathan mentions statues appearing, bikes getting ...                See full summary »",Kilotile,"Kilotile, 
Megan Langlois",8.2
10233,tt22171470,Septic,"A young couple who has been trying desperately to have a baby seek an alternative solution to their problem. Unable to afford regular surgery, they agree to have their unorthodox procedure ...                See full summary »",Brian Paulin,"Morgan Desautel, 
Chris Kinniery, 
Brian Paulin, 
Steve Savage",8.0
10288,tt10845704,Mang Kepweng: The Mystery of the Black Scarf,"Determined to save the world from the evil plans of a powerful ""engkanto"" who has the magical black bandana, Mang Kepweng, together with his friends, embarks on an exciting adventure to ...                See full summary »",Topel Lee,"Vhong Navarro, 
Jaclyn Jose, 
Joross Gamboa, 
Barbie Imperial",8.2
10335,tt11147976,The Horn,"Professor Thompson commits murder after the chaos that occurred due to marriage. Kevin, an 8 month old who's left alone at the end, returns home after 57 years, as an elderly sex offender. ...                See full summary »",Sameera Wackwella,"Kalhara Wakwella, 
Teena Shanell Fernando, 
Dananjaya Siriwardana, 
Christien Gunawardana",8.3
10344,tt18251794,A Good Son,A comical horror movie about a commotion that happened after the sons decide to fulfill their filial duties to their mother who returned as a zombie shortly after her funeral.,Lee Hoon-guk,"Lee Gi-Moon, 
Lee Gwan-ho, 
Lee Gwang-soo, 
Lee Hyun-Woong",8.7
10365,tt2368905,Heavy Makeup,"After a series of brutal murders occur in their quiet Hollywood neighborhood, two women search for clues to uncover the identity of a serial killer who is targeting struggling young actresses.",Chris Morrissey,"Share Cherrie, 
Juli Kreko, 
Whitney Quinlan, 
Gia Franzia",9.6
10446,tt7556244,Grinders,"Two brothers, One a Butcher and one a Lawn service provider. Lawn service with an edge. A small town in Georgia has several of its towns people dissapear.",Andrew Heller,"Andrew Heller, 
Bridgett Riley, 
Katie Payne, 
DJ Lorence",8.8
10448,tt12829654,The Zompocalypse Therapy Sessions,An anxious therapist and her awkward clients wrestle to overcome personal issues and zombies.,Blaze Lovejoy,"Blaze Lovejoy, 
Clark Moore, 
Matthew M Garcia, 
Amy Lyndon",8.0
10552,tt22973154,He Comes to Kill,Stanley Elk has escaped the mental asylum and is on his way into town with one intention...He Comes to Kill,August Anthony Aguilar,"Blake Best, 
Celeste Blandon, 
Joe Casterline, 
William Kyzer Cooper",8.8
10616,tt21283792,Topless Tori's Tomb of Terror,"An anthology tribute to late night horror host shows featuring shot-on-video short films from three independent filmmakers, as well as mock commercials, commentary tracks and more.","Tony Masiello, 
Joshua Coughlin, 
Dean Houlihan, 
Steven Haar, 
Gabriel Jewett","Steven Haar, 
Dean Houlihan, 
Richard Houlihan, 
Cody Tudor",9.1
10745,tt17500254,The Reaper Man,A grieving wife summons a dark spirit with an insatiable desire for revenge.,Jaron Lockridge,"Brandon Russell, 
Tarsha Gibson, 
K.J. Baker, 
Kenon Walker",8.1
10952,tt15090702,Nikocado Avocado & Orlin Home - The Movie,"Nick, shirtless, approaches Orlin, eating a heaping amount of McChickens. ""What a hot bod."" ""Eat me like you eat that McChicken""",Nikocado Avocado,"Nikocado Avocado, 
Orlin Home, 
Danielle Woodman",8.1
11023,tt6143060,La otra magia,In the depths of the city of Buenos Aires there is a strange house where ceremonies and rituals full of occult elements are performed.,Leandro Bartoletti,"José Luis Parada Sabio, 
Sofía Libertad Pugliese, 
Christian Bronstein, 
Medusa Gabriela Fernández",9.4
11038,tt5254458,The Belly of the Beast,"In 2008, 12 Disciples of Satan are released upon the earth, to do battle with 12 Disciples of direct descendants of the Apostles.",Corbin Timbrook,"Jim Fitzpatrick, 
Jodi Knotts, 
David Gail, 
John Castellanos",9.0
11242,tt0473565,Without Mercy,"After terrorizing the people of Nodaway County and repeatedly escaping justice for years, the town bully finally meets his demise at the hands of the townspeople of Skidmore, Missouri. ...                See full summary »",Ralph Server,"Bob Burghardt, 
Coleen Callahan, 
Elize Caraballo, 
Sara Fineran",8.0
11299,tt4228378,Shhh!,"A film crew arrives at a village and is soon haunted by supernatural beings, during their shoot of a horror movie.",Upendra,"Kumar Govind, 
Kashinath, 
Suresh Heblikar, 
Megha",8.7
11345,tt21477440,Gumnaam Ek Thriller Night,It's a story of ketan and Anu who go to a haunted jungle with their friends and lost in it. They meet Mahesh in the jungle who came to search for his brother and all started searching for ...                See full summary »,Ketan Pendse,"Ketan Pendse, 
Anushree, 
Sanskruti Balgude, 
Elena Kazan",8.8
11398,tt14773536,Pakistani Chainsaw: A Love Story,"Haunted by the nightmares of abused children, a young American woman, Rony goes to Pakistan to investigate Child Labor. When she is captured by a child slaver in Death Valley, her handsome Pakistani guide, Ben Hur tries to save her.",Hassan Zee,"Meerab Awan, 
Ali Raza, 
Saeed Parwana, 
Ghias Mastana",8.5
11406,tt2572042,Blood Drive: The Movie,Isabella is a writer for an internet magazine called 'Blood Drive' which specializes in the supernatural-horror-vampire genre of scary stories. Her 'writing office' is the local bar where ...                See full summary »,Sophia Robbins,"Sophia Robbins, 
Archer King, 
Liane Wunderlich, 
Mike Roche",8.2
11457,tt21062614,Tales from Middleton High,A collection of terrifying tales from America's most haunted school - Middleton High.,Zach Lorkiewicz,"Sarah J. Bartholomew, 
Lauren Elyse Buckley, 
Avril Dominguez, 
Anastasia Katarina",8.2
11704,tt1553086,Muttnik,"Samuel, a serial killer and the feral boy-dog Muttnik hunt down and kill people that abuse and murder animals. When a runaway teenage brother and sister, and an escaped convict and his ...                See full summary »",William Szarka,"Ryan Berkun, 
Bobby Catrini, 
Jeremy Fernandez, 
Britta Gigliotti",9.5
11724,tt21418328,Apocalypse Unknown,"A young man is abandoned by his family, and must navigate his way through a brand new, dangerous world.",Tristan Winchester,"Jeffery Beaudette, 
Lynn Beaudette, 
Quinn Conley, 
Justin Regis",8.3
11730,tt25730388,The Lies of Our Confines,Two youth leaders take a group of Black males on an excursion to the great outdoors to give them a new perspective on life. But things take a sinister turn when one of them stumbles across a possessed corn doll housing a vengeful spirit.,Leon Oldstrong,"Tobi King Bakare, 
Enrique Borico, 
Braulio Chimbembe, 
Harrison Daniels",8.4
11734,tt22184520,Deer Camp '86,"In the fall of 1986, six knuckleheads from Detroit travel north to partake in the annual tradition of deer hunting. But something horrific has been awakened and the hunters become the hunted.",L. Van Dyke Siboutszen,"Noah LaLonde, 
Jay J. Bidwell, 
Arthur Cartwright, 
Brian Michael Raetz",9.2
11763,tt18332884,Black Dog,"A low budget filmmaker is checking his latest footage/rushes, but soon realizes he needs more actresses for his latest production. A crazy film, totally surreal look at the inside of his ...                See full summary »",Paul T.T. Easter,"Sophia R. Dee, 
Paul T.T. Easter, 
Wayne Philips, 
June Wester",8.6
11807,tt12593058,Guiltless,"When 16-year old Samantha has the house to herself over the weekend, she plans a romantic night for her and her girlfriend. However, when an intruder makes his way into her home, it's fight or flight on a night that will change her life.",Kevin Schultz,"Alison Thornton, 
Alex Zahara, 
Mya Lowe, 
Harrison Houde",8.0
11822,tt12804904,Self Isolated,"After awakening from a coma, a woman searches for clues into her missing husband's disappearance.",Chad Ridgely,"Chad Ridgely, 
Maggi Mayfield, 
Doug Burch, 
Rachel Alig",8.8
11885,tt21627952,December 24,Finding Medicine for Breathing issues that newborn baby's facing in some parts of the state of karnataka due to some environmental problems.,Nagaraj 'MG' Gowda,"Appu Badiger, 
Rakesh Bhoumik, 
Jagadeesha H G Doddi, 
Rishad Mahmud",9.7
11915,tt7232940,Herobrine Origins: The Movie,Will Steve learn to control his powers? Or will he kill everyone in the world?,Will Evans,"Dane Dimension, 
Paul Hikari, 
Paul Giannotta, 
Mavis",8.0
12150,tt11143304,Moksha,Moksha is a suspense thriller revolving around a sinister masked man and the mystery around his identity. Who is this Mask-Man? and what he is going to do? lies the crux of the film. With a...                See full summary »,Samarth Naik,"Mohan Dhanraj, 
Thaarak Ponnappa, 
Aradhya Laxman, 
Bhoomi Agnani",9.3
12202,tt4565982,Toxin: 700 Days Left on Earth,"Seven hundred days after U.S. President Austin (Lee Majors) announces a new, rapidly spreading virus, a resulting plague has killed most of humanity and transformed the rest into mutants. ...                See full summary »",Shawn Welling,"Lee Majors, 
Isabella Blake-Thomas, 
Sarati, 
Nick W. Nicholson",9.0
12210,tt1339248,Aapthamitra,"Ramesh and Ganga, a married couple, buy a palatial house, which is home to a vengeful spirit. When Ganga accidentally sets the spirit free, mysterious incidents start taking place in their household.",P. Vasu,"Vishnuvardhan, 
Soundarya, 
Ramesh Aravind, 
Prema",8.3
12224,tt10364336,Spirit Animal,"A group of twenty-something year old's rent a cabin for New Years weekend, ready to party. Little do they know a blood thirsty killer stalks these woods, named Arrav Niktomi. He has many ...                See full summary »",Madeline Deering,"Roxie Balboa, 
Madeline Deering, 
Tim Gross, 
Tom Gross",8.0
12533,tt13044858,My Cherry Pie,"On the run, three criminals find themselves holed up at a notorious old hospital that happens to be the hunting ground of a masked killer.","Addison Heath, 
Jasmine Jakupi","Shawn C. Phillips, 
Ella Bourne, 
Sotiris Tzelios, 
Cris Cochrane",8.4
12663,tt13491170,Curse of the Werehuahua,"Dustin and Gary are forced to navigate their way through a modern myth when Dustin is bitten by a radioactive chihuahua. Once a curse takes hold of Dustin, he and Gary are forced to run for their lives from the monster slayer, Van Helsing.",Lucas Millhouse,"J.R. Timothy, 
Lucas Millhouse, 
Brittany Shamy, 
Bakir Mehinovic",8.6
12671,tt21340594,The Children Under the House,"Julia Luu, a child therapist, finds that a young girl's imaginary friends might be more than they seem.",Paul Catalanotto,"Everly Catalanotto, 
Mary Nguyen Catalanotto",8.8
12672,tt5770546,Teniente Gimo,Teniente Gimo is a famous urban legend and an infamous character in Ilonggo folk literature in Western Visayas whose colorful yet tragic life had been the subject of speculation and ...                See full summary »,Roland Sanchez,"John Regala, 
Kate Brios, 
Julio Diaz, 
Mon Confiado",8.5
12760,tt1621939,Shards of Glass,Death disguised as a woman leading a suicide cult tries to influence people to die by their own hand.,Lisandro Boccacci,"Lisandro Boccacci, 
Mariah Harnish, 
Josh C. Jones, 
Jim Runyan",9.4
12984,tt0976146,Martyr,"An Innocent Man, Condemned by God, Persecuted for His Faith. Martyr is a controversial horror story based on the Book of Job from The Old Testament.",Shaun Troke,"Tony Bowden, 
Christopher Dane, 
Jason L. Davis, 
Trey Farley",8.9
13289,tt13775060,LEGO SCP Foundation: Containment Lockdown,A Test Subject and a questionable sidekick escape a dangerous laboratory in order to get to the free world.,Starwarsstudio100,"Ceh Arseniy, 
Cme Ax, 
Blandeer, 
Gold Brick",8.0
13341,tt14188996,Repulse,A dark drama starring an unexpectedly maniacal Stepán Kozub and an unstable heroine played by Pavla Gajdosíková.,Emil Krizka,"Pavla Gajdosíková, 
Stepán Kozub, 
Petr Panzenberger, 
Alena Sasínová-Polarczyk",9.2
13375,tt11880904,Isha,"The ghost of Isha, who was murdered by a few powerful men, possesses the body of a girl in a family that moves to a hill station bungalow. Isha is out there to take vengeance.",Jose Thomas,"Margret Antony, 
Kishore Satya, 
Abhishek Vinod",8.1
13479,tt1796580,Orr Eravuu,A Paranormal Investigator's one night experience of his 19th and last case in a haunted house at Munnar.,"Haresh Narayan, 
Krishna Sekhar, 
K. Hari Shankar","Sathish G., 
Asha, 
Vani Bhojan, 
Anand Chandrasekar",8.2
13519,tt9221802,Seton Falls Park,He lurks deep in Seton Falls Park. Waiting to chop off body parts to consume. His name is Mr. Wiggly... And these are his Woods.,Mike Benz,"Mike Benz, 
Johnny Careccia, 
Jeff Knite, 
Matlok",8.7
13552,tt2231480,Dylan Dog: Il trillo del diavolo,"""My name is Dylan Dog, I'm a nightmare inquiring, but lately I'm a failed ..."" so begins the new adventure of the beloved Old Boy, now exhausted and tormented by strange nightmares for ...                See full summary »",Roberto D'Antona,"Roberto D'Antona, 
Francesco Emulo, 
Michele Friuli, 
Barbara De Florio",8.2
13635,tt7008038,Entrenchment,"When a killer creates a website giving the coordinates for where he's buried the bodies of his victims, it entices a group of college students in checking it out - and becoming his next victims.",Deven Parrish,"Tyler Mane, 
Deven Parrish, 
Spencer Wagner, 
Michaela Maxwell",8.2
13671,tt24069594,Pasivadi Pranam,"In a twisted world, a husband kills his wife by accident and buries her in the backyard. His life becomes miserable when his house becomes haunted.",N.S. Murthy,"Allu Vamsi, 
Iti Acharya, 
Kumar Sai, 
Rubina",8.4
13839,tt15341464,Kalkokkho,"At 6 am on June 21, a doctor in the frontlines of the COVID-19 pandemic meets a woman clad in a protective suit during his morning jog. After ignoring the woman's pleas to see a patient at ...                See full summary »","Sarmistha Maiti, 
Rajdeep Paul","Tannistha Biswas, 
Janardan Ghosh, 
Ahana Karmakar, 
Sreelekha Mukherji",8.6
13889,tt15521168,Jack Hunter's Blamed,"Wrongly accused man fights to clear his name and uncover the real killer, as 'Damaged' streams it live on dark web in BLAMED.","Dann Eudy, 
Jack Hunter II, 
Jeff Roberts","Rin Bandy, 
Marvincito Parada Blanco, 
Joshua Blood, 
Logan Blood",8.1
13913,tt18566948,Hell Van,"Enthralled by his demon-possessed van, a volunteer firefighter opens the gates of Hell as a dying town is powerless to stop him.",Jorge Delarosa,"Justin Cash, 
John Catheline, 
Marvin Conner, 
Jorge Delarosa",8.2
13919,tt13671168,Blue Sunset,"Blue Sunset is the first Italian Cyberpunk film of the new millennium, a colorful cyberpunk story that evokes the glorious sci-fi visuals of the 80s, without neglecting the nihilism typical of the genre.",Domiziano Cristopharo,"Daniele Arturi, 
Irene Baruffetti, 
Antonio Ciro Cerreta, 
Alessio Cherubini",8.4
14043,tt2573870,Locked,"A high school teen works at a mental hospital and hears, from a patient, of a mysterious lake house. He invites his other high school friends to party at the house. Things go from bad to ...                See full summary »",Eddie Lee Henderson,"Ruthie Austin, 
Trevor Ayala, 
Thomas Graham, 
Cameron Inman",8.0
14089,tt13308864,Children of the Pines,A thriller anthology series featuring melodramatic stories tied to horrific consequences that could only be drawn up by the cosmos themselves.,Joshua Morgan,"Danielle J. Bowman, 
Sylvie Mohr, 
Kelly Tappan, 
Vivian Hunter",8.3
14218,tt13459736,Fantasy,"The story set in the backdrop of madikeri , The vindictive game of cat and mouse between akhil and Jennifer which ultimately blurs the line between fantasy and the reality in mind of the observer and the observed",Pavan Kumar .R.,"Priyanka Shivanna, 
Gaurish Akki, 
Balarajwadi, 
Harinishreekanth",8.3
14219,tt4157484,Bacao,A woman eager to have children consults a faith healer and is driven to extreme lengths to get to the bottom of her apparent infertility.,Edgardo Vinarao,"Michelle Madrigal, 
Arnold Reyes, 
Alvin Anson, 
Marife Necesito",8.0
14279,tt2875968,Skid Row,"When a prostitute and a junkie are viciously murdered, homicide detectives Ross (Stallone) and Lynch (Babushkina) are sent in to investigate. But as the death tole and pressure rises they ...                See full summary »",Michael Shershenovich,"Irina Babushkina, 
Geretta Geretta, 
Frank M. Stallone, 
Schooly-D",8.6
14438,tt0963947,Sacred Game,"SACRED GAME is the moment between life and death. In the midst of fleshing out his latest screenplay, Daniel decides on leaving his wife and infant son to escape for a weekend hunting ...                See full summary »",Bernardo Chilindron,"Nelson Vasquez, 
Marlyn Matias, 
Angel Ramirez Jr., 
José Alvarez",8.4
14493,tt4596064,Cannibillies,"'Tis the season for the Harvest of the Black Moon. The Iscariot family has chosen three people to be the souls to harvest for their holiday feast. According to cannibal customs, the three ...                See full summary »",Jeremy Allen,"Jami Cullen, 
Mike Neider, 
Gina Heartless, 
Adam Rodgers",9.4
14507,tt3816908,Inimigo Desconhecido: Enemy Unknown,"A group of mercenaries, goes on a rescue mission to save a group of soldiers in enemy lines, but when they get there, they find something never seen before, now they must join forces to survive this hellish nightmare.",Rui Constantino,"Rui Constantino, 
Robinson Cohen, 
Jeremiah Gun, 
Caleb Angel",8.1
14515,tt8324754,An American Ghost Tail,Two teenage girls Janie Hell Water and Victoria Lively (Chloe Klitus / Preslee Tucker) find themselves trapped in the afterlife by the presence of an old Indian ritual. When their killer ...                See full summary »,Shawn Welling,"Chloe Klitus, 
Preslee Tucker, 
Jen Barbeito, 
Duncan Johnson",8.2
14566,tt5870952,Raw Trip,"Two foreigners decide to take a trip. On the way, they come across a Sheriff. The terror begins.",Antonis Mandranis,"Spyros Fokas, 
Konstantina Focas, 
Kris Sinioras, 
Spyros Bibilas",8.1
14621,tt13962396,Bedridden,"Bedridden tells the story of Teri, a weary widow, facing the painful task of rebuilding her life as a single mother, following a traumatic encounter with an armed assailant. When her worst ...                See full summary »",Dakota,"Elizabeth Elise Gonzalez, 
Jose Angel Herrera, 
Hector Dez, 
Raquel Gomez",8.6
14760,tt7319494,Vettai Karuppar Ayya,Tamil and Sargent Kumar saving a family from a shaman (Tinaya). Both of them faced lots of hassles and danger while protecting them.,Amigoz Sugu,"Gk, 
Alagaendra, 
Sam, 
Nanba Vijay",8.3
14992,tt4396722,Like Lambs,"When economic Apocalypse strikes America, students at the elite Hopkins House Academy take matters into their own hands by launching an anarchist plot to halt the collapse and save the country.",Ted Marcus,"Liam Aiken, 
Ted Marcus, 
Justin Chon, 
Connor Paolo",8.0
15050,tt3118072,Laurence,A young photographer fears he's being haunted by a vengeful spirit.,"Stephen Kellam, 
Richard D. Endacott","Javier Perez, 
Max Rosenak, 
Connor Moore, 
Sean Donovan",8.7
15091,tt0296898,Titus Andronicus,A modern telling of William Shakespeare's darkest drama set against the backdrop of a corporate Rome.,Richard Griffin,"Nigel Gore, 
Zoya Pierson, 
John Capalbo, 
Chris Perrotti",8.1
15161,tt0393061,At Night with No Curtains,Five teenagers set out to explore the grisly legend of a local plantation home.,Ian Hayes Brett,"Marcus M'teo, 
Sterlin Lake, 
Parker Britt, 
April Hope Smith",8.1
15164,tt2431128,House Call,"When 16-year-old Mariam's little brother Vince falls ill on her watch, she calls their family doctor to make a house call. But when the doctor ends up dead, nothing prepares the children ...                See full summary »","Shannon Casto, 
Michelle Henderson, 
Parrish Randall","Chi, 
Bill Dubois, 
Roger Dunn, 
Alison Esparza",9.2
15171,tt10755752,Garo: Under the Moonbow,"After the events of Lament of the Dark Dragon, Kouga and Kaoru married and started a family. Kaoru gave birth to the successor of Garo: Raiga Saejima. Unknown to everyone, Raiga's birth ...                See full summary »",Keita Amemiya,"Mika Hijii, 
Yukijirô Hotaru, 
Natsumi Ishibashi, 
Ryosei Konishi",8.0
15198,tt16383300,181,"An aspiring film director along with his wife goes to a resort to write a story. When he begins writing the story, some paranormal force prevents him from penning the story. What is the mystic force? Can he saves himself and his wife?",Mohamad Issack,"Gemini Ryker, 
Reena Krishnan, 
Vijay Chanduru, 
Adharsh",8.5
15330,tt0297411,The Stoneman,It all starts with the discovery of a mysterious mummy. Dr. Stevens brings the suspected missing-link's remains back to the United States. Soon the creature's body turns up missing and people are suddenly being brutally murdered.,Ewing Miles Brown,"Pat Morita, 
Christopher Atkins, 
Robin Riker, 
Ron Masak",8.3
15410,tt5544722,Trinity,"A man accidentally bumps into the priest who abused him when he was a child at a local coffeeshop, sending him on a twisted journey through his past.",Skip Shea,"Sean Carmichael, 
David Graziano, 
Anthony Ambrosino, 
Mary-Pat Bailey",8.6
15509,tt8541250,Aparichita,"Prakash, a story writer, goes to a mysterious village to find his missing business partner. However, things take a turn for the worse after he learns that his partner has been murdered.",Kashinath,"Suresh Heblikar, 
Shubha, 
M.V. Vasudeva Rao, 
Mohan",8.1
